emotion,confidence,timestamp
sad,0.38,1767000845.92519
sad,0.46,1767000846.0737803
sad,0.39,1767000846.2410905
sad,0.45,1767000846.422103
sad,0.34,1767000846.6094017
sad,0.4,1767000846.7878387
sad,0.34,1767000846.982475
sad,0.34,1767000847.176068
neutral,0.42,1767000847.3790424
neutral,0.55,1767000847.5551014
neutral,0.47,1767000847.7233741
neutral,0.46,1767000847.9029484
happy,0.48,1767000848.1189487
happy,0.42,1767000848.29531
neutral,0.5,1767000848.4611816
neutral,0.56,1767000848.6208038
happy,0.52,1767000848.7824304
happy,0.56,1767000848.9649549
happy,0.61,1767000849.1169107
neutral,0.53,1767000849.275798
neutral,0.5,1767000849.4665728
neutral,0.44,1767000849.6731176
neutral,0.36,1767000849.8879583
neutral,0.39,1767000850.0797875
neutral,0.62,1767000850.296447
neutral,0.59,1767000850.4630182
happy,0.46,1767000850.653295
neutral,0.57,1767000850.8305378
neutral,0.52,1767000851.0260308
neutral,0.51,1767000851.1808307
fear,0.25,1767000851.3372896
angry,0.27,1767000851.515795
neutral,0.39,1767000851.6871912
neutral,0.45,1767000851.8530045
neutral,0.4,1767000852.0207005
neutral,0.39,1767000852.1934617
neutral,0.37,1767000852.3500473
sad,0.51,1767000852.5053148
sad,0.54,1767000852.6829672
sad,0.53,1767000852.842908
sad,0.52,1767000853.0225759
sad,0.57,1767000853.1806724
sad,0.55,1767000853.3381991
sad,0.51,1767000853.506987
sad,0.44,1767000853.6684525
sad,0.52,1767000853.8113244
sad,0.36,1767000853.9650779
sad,0.36,1767000854.1333573
sad,0.39,1767000854.2786448
happy,0.32,1767000854.4412394
happy,0.35,1767000854.613635
neutral,0.34,1767000854.7708979
neutral,0.37,1767000854.9360864
neutral,0.33,1767000855.100659
sad,0.46,1767000855.262606
sad,0.47,1767000855.4040353
sad,0.43,1767000855.5636883
sad,0.5,1767000855.7188232
sad,0.4,1767000855.8682458
sad,0.46,1767000856.0407395
sad,0.45,1767000856.207854
sad,0.46,1767000856.3828485
sad,0.34,1767000856.556883
sad,0.39,1767000856.7101948
neutral,0.38,1767000856.862419
neutral,0.42,1767000857.020709
sad,0.41,1767000857.1699128
neutral,0.44,1767000857.3356864
sad,0.35,1767000857.4776652
sad,0.42,1767000857.6414628
neutral,0.41,1767000857.8052936
neutral,0.39,1767000857.9708323
sad,0.37,1767000858.133307
sad,0.38,1767000858.2745008
neutral,0.37,1767000858.4273298
neutral,0.66,1767000858.609375
neutral,0.55,1767000858.7711399
happy,0.76,1767000858.9304197
sad,0.32,1767000859.0752122
neutral,0.37,1767000859.2348692
neutral,0.44,1767000859.4200892
fear,0.41,1767000859.572878
angry,0.39,1767000859.7282267
sad,0.27,1767000859.8820422
fear,0.27,1767000860.037656
fear,0.31,1767000860.2100203
fear,0.32,1767000860.3746274
fear,0.31,1767000860.533893
fear,0.33,1767000860.6779096
sad,0.29,1767000860.8408701
neutral,0.32,1767000861.0126824
sad,0.25,1767000861.1848774
fear,0.31,1767000861.3465657
fear,0.29,1767000861.5021362
angry,0.28,1767000861.6739602
fear,0.35,1767000861.8366582
fear,0.35,1767000862.0018723
fear,0.4,1767000862.171296
fear,0.39,1767000862.3215983
fear,0.43,1767000862.4579809
fear,0.46,1767000862.5937123
fear,0.31,1767000862.725904
fear,0.34,1767000862.856048
angry,0.35,1767000862.994467
angry,0.32,1767000863.125103
angry,0.35,1767000863.2556958
fear,0.36,1767000863.3998234
fear,0.52,1767000863.5270274
fear,0.43,1767000863.6988246
fear,0.47,1767000863.848562
fear,0.47,1767000863.9966867
fear,0.46,1767000864.1742072
fear,0.46,1767000864.3333626
fear,0.44,1767000864.4863105
fear,0.55,1767000864.6322496
fear,0.54,1767000864.790155
fear,0.61,1767000864.917593
fear,0.54,1767000865.062593
fear,0.6,1767000865.196067
fear,0.58,1767000865.3686736
fear,0.56,1767000865.5322022
fear,0.55,1767000865.695158
fear,0.56,1767000865.8482642
fear,0.54,1767000866.010301
fear,0.4,1767000866.177425
fear,0.45,1767000866.3287995
fear,0.42,1767000866.4934025
fear,0.37,1767000866.6375833
fear,0.37,1767000866.7926419
angry,0.44,1767000866.9636517
angry,0.54,1767000867.1037235
angry,0.47,1767000867.2627518
angry,0.5,1767000867.3967738
angry,0.43,1767000867.5225768
angry,0.45,1767000867.6636095
fear,0.47,1767000867.8030963
fear,0.5,1767000867.9620283
fear,0.55,1767000868.1293223
fear,0.51,1767000868.2734244
fear,0.55,1767000868.431538
fear,0.56,1767000868.6132987
fear,0.55,1767000868.7661796
fear,0.51,1767000868.9315996
fear,0.55,1767000869.0744753
fear,0.5,1767000869.2427278
fear,0.43,1767000869.4190698
angry,0.43,1767000869.5764852
angry,0.33,1767000869.7300982
angry,0.39,1767000869.876609
angry,0.35,1767000870.037257
angry,0.33,1767000870.2223053
angry,0.3,1767000870.4125733
angry,0.37,1767000870.6054535
angry,0.35,1767000870.7900255
angry,0.36,1767000870.9662323
angry,0.31,1767000871.1450863
happy,0.27,1767000871.3372629
fear,0.36,1767000871.5305774
fear,0.36,1767000871.7180433
fear,0.28,1767000871.8938427
fear,0.3,1767000872.0403547
neutral,0.37,1767000872.214525
neutral,0.5,1767000872.371252
happy,0.51,1767000872.5662653
happy,0.6,1767000872.7376668
happy,0.52,1767000872.9168744
happy,0.95,1767000873.14146
happy,0.94,1767000873.3513012
happy,0.97,1767000873.5433383
happy,0.97,1767000873.710231
happy,0.97,1767000873.8777187
happy,0.93,1767000874.0360785
happy,0.98,1767000874.2099245
happy,0.99,1767000874.3804874
happy,0.98,1767000874.5371888
happy,0.97,1767000874.712469
happy,0.87,1767000874.8729472
happy,0.91,1767000875.0625641
happy,0.35,1767000875.229922
fear,0.38,1767000875.5734994
sad,0.33,1767000875.7752779
neutral,0.61,1767000875.9689837
happy,0.43,1767000876.1845121
neutral,0.67,1767000876.4075797
neutral,0.81,1767000876.632387
neutral,0.93,1767000876.8207648
neutral,0.76,1767000877.0217934
neutral,0.86,1767000877.1860785
neutral,0.81,1767000877.3416376
neutral,0.69,1767000877.509218
neutral,0.73,1767000877.6796205
neutral,0.72,1767000877.8556633
neutral,0.77,1767000878.0100298
neutral,0.85,1767000878.1845357
neutral,0.85,1767000878.3457205
neutral,0.78,1767000878.5073192
neutral,0.71,1767000878.6795194
neutral,0.72,1767000878.8453515
neutral,0.82,1767000879.0169914
neutral,0.76,1767000879.1818366
neutral,0.63,1767000879.3349288
neutral,0.58,1767000879.5156455
neutral,0.48,1767000879.6768608
neutral,0.53,1767000879.8511355
neutral,0.56,1767000880.0111659
neutral,0.61,1767000880.1794379
neutral,0.63,1767000880.3425927
neutral,0.75,1767000880.499456
neutral,0.72,1767000880.646829
neutral,0.78,1767000880.8109632
neutral,0.76,1767000880.9881778
neutral,0.81,1767000881.143402
neutral,0.85,1767000881.3014827
neutral,0.8,1767000881.4503598
neutral,0.67,1767000881.6151044
neutral,0.75,1767000881.7858782
neutral,0.57,1767000881.9422433
neutral,0.57,1767000882.1031375
neutral,0.5,1767000882.2833612
neutral,0.52,1767000882.447216
neutral,0.56,1767000882.6194992
neutral,0.64,1767000882.782974
neutral,0.83,1767000882.9455287
neutral,0.68,1767000883.1185877
neutral,0.45,1767000883.2785287
neutral,0.79,1767000883.4517212
neutral,0.63,1767000883.6317234
neutral,0.88,1767000883.8370414
surprise,0.36,1767000884.022551
neutral,0.38,1767000884.2003047
neutral,0.86,1767000884.3958807
neutral,0.9,1767000884.607718
neutral,0.82,1767000884.8091464
neutral,0.48,1767000885.02423
neutral,0.73,1767000885.1880703
neutral,0.86,1767000885.3415656
neutral,0.85,1767000885.5106966
neutral,0.79,1767000885.6771173
neutral,0.54,1767000885.8587692
neutral,0.8,1767000886.0120664
neutral,0.85,1767000886.1815095
neutral,0.81,1767000886.348635
neutral,0.88,1767000886.5048323
neutral,0.92,1767000886.6844156
neutral,0.88,1767000886.8381677
neutral,0.85,1767000887.0495114
neutral,0.85,1767000887.2431078
neutral,0.62,1767000887.4608963
neutral,0.67,1767000887.6417477
